intents,text
out_of_scope,set criteria for evaluating the success of a cooking experiment.
out_of_scope,can this app let me access the youtube interface to find educational videos?
exit,kindly complete chat.
reset,"wipe session history, start over."
doubt,"video not playing, what's going on?"
out_of_scope,how do i keep my fruits and vegetables fresh for longer in the fridge?
reset,wipe database of completed assignments.
out_of_scope,who identifies the correct order of operations in the math problem 15 + (3 * 10) - 5^2?
doubt,can we identify the elements that cause students to feel lost in online learning environments?
out_of_scope,kindly share the most recent nba playoff series score.
reset,erase prior dialogue.
reset,request to wipe chat history.
out_of_scope,"how do we determine the greatest common divisor (gcd) of two small integers, for example, 8 and 12?"
feedback,"your recent answer's format appears to stray from conventional syntax, causing considerable confusion."
out_of_scope,tell the exact score when the montreal canadiens won the stanley cup in 1993.
doubt,how does software update affect system performance when we aren't sure about the compatibility?
doubt,how do i read the time-on-task report to identify students who are spending unusually short time on lessons?
out_of_scope,can you translate this menu from thai into english please?
content_generation,draft python code snippet demonstrating a simple decorator pattern.
exit,"i'm off, chat."
content_generation,design an educational piece revealing the potential of augmented reality in enhancing stem education.
doubt,can you clarify how stemming differs from lemmatization in text analysis?
exit,"exit code, exited."
out_of_scope,play a game of guess the origin for common cooking spices.
